MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
RemoveConditionalMutator_EQUAL_IF,16,159,130,1,27,13,14,1,none,5,0,1
ReturnValsMutator,4,172,133,3,27,26,1,1,none,5,0,1
VoidMethodCallMutator,2,182,131,2,27,21,6,1,none,5,0,1
ABSMutator,10,21,129,0,27,5,22,1,none,5,0,1
ABSMutator,10,21,129,0,27,6,21,1,none,5,0,1
ABSMutator,10,21,130,1,27,11,16,1,none,5,0,1
ABSMutator,10,21,131,2,27,19,8,1,none,5,0,1
ABSMutator,10,21,131,2,27,20,7,1,none,5,0,1
ABSMutator,10,21,133,3,27,25,2,1,none,5,0,1
CRCR1Mutator,12,2,130,1,27,12,15,1,none,5,0,1
CRCR2Mutator,12,2,130,1,27,12,15,1,none,5,0,1
