MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
CRCR3Mutator,14,7,48,0,38,5,33,3,none,5,0,1
CRCR3Mutator,10,3,48,0,38,8,30,3,none,5,0,1
CRCR3Mutator,12,4,49,1,38,15,23,3,none,5,0,1
CRCR3Mutator,14,5,49,2,38,20,18,3,none,5,0,1
CRCR3Mutator,14,6,49,3,38,25,13,3,none,5,0,1
CRCR3Mutator,10,3,48,5,38,32,6,3,none,5,0,1
CRCR4Mutator,14,7,48,0,38,5,33,3,none,5,0,1
CRCR4Mutator,12,4,49,1,38,15,23,3,none,5,0,1
CRCR4Mutator,14,5,49,2,38,20,18,3,none,5,0,1
CRCR4Mutator,14,6,49,3,38,25,13,3,none,5,0,1
CRCR5Mutator,14,7,48,0,38,5,33,3,none,5,0,0
CRCR5Mutator,10,3,48,0,38,8,30,3,none,5,0,1
CRCR5Mutator,12,4,49,1,38,15,23,3,none,5,0,1
CRCR5Mutator,14,5,49,2,38,20,18,3,none,5,0,1
CRCR5Mutator,14,6,49,3,38,25,13,3,none,5,0,1
